timestamp,device_id,data_age,priority,rssi,channel_occupancy,collision_rate,neighbor_count,success,delay_used,collision_detected
2026-01-01T18:30:45.938143,2,0,1,-49,0.79,0.4,7,0,500,1
2026-01-01T18:30:48.329891,1,0,3,-52,0.93,0.3,9,1,0,0
2026-01-01T18:30:48.554742,2,0,3,-46,0.79,0.5,7,0,100,1
2026-01-01T18:30:50.941084,1,0,2,-51,0.93,0.2,9,1,100,0
2026-01-01T18:30:51.557057,2,0,1,-46,0.79,0.5,7,0,500,1
2026-01-01T18:30:53.653091,1,0,1,-51,0.93,0.1,9,1,200,0
2026-01-01T18:30:54.270317,2,0,3,-46,0.79,0.6,7,0,200,1
2026-01-01T18:30:56.265105,1,0,2,-51,0.93,0.0,9,1,100,0
2026-01-01T18:30:57.782805,2,0,1,-47,0.79,0.7,7,1,1000,0
2026-01-01T18:30:58.776986,1,0,3,-51,0.93,0.0,9,0,0,1
2026-01-01T18:31:01.296424,2,0,2,-47,0.79,0.8,7,1,1000,0
2026-01-01T18:31:01.388651,1,0,2,-52,0.93,0.1,9,0,100,1
2026-01-01T18:31:03.906355,1,0,3,-51,0.93,0.1,9,1,0,0
2026-01-01T18:31:04.809035,2,0,2,-47,0.79,0.8,7,0,1000,1
2026-01-01T18:31:06.416677,1,0,3,-51,0.93,0.1,9,1,0,0
2026-01-01T18:31:07.522971,2,0,3,-46,0.79,0.8,7,0,200,1
2026-01-01T18:31:08.929418,1,0,3,-51,0.93,0.1,9,1,0,0
2026-01-01T18:31:11.641597,1,0,1,-51,0.93,0.1,9,1,200,0
2026-01-01T18:31:12.035475,2,0,1,-48,0.79,0.8,7,0,2000,1
2026-01-01T18:31:14.359436,1,0,1,-52,0.93,0.1,9,1,200,0
2026-01-01T18:31:16.544642,2,0,1,-47,0.79,0.8,7,1,2000,0
2026-01-01T18:31:16.866306,1,0,3,-51,0.93,0.2,9,0,0,1
2026-01-01T18:31:19.579127,1,0,2,-51,0.93,0.3,9,1,200,0
2026-01-01T18:31:20.057532,2,0,2,-48,0.79,0.8,7,0,1000,1
2026-01-01T18:31:22.293603,1,0,2,-50,0.93,0.3,9,1,200,0
2026-01-01T18:31:23.570165,2,0,1,-45,0.79,0.7,7,1,1000,0
2026-01-01T18:31:24.806336,1,0,3,-49,0.93,0.3,9,1,0,0
2026-01-01T18:31:27.081507,2,0,1,-47,0.79,0.7,7,1,1000,0
2026-01-01T18:31:27.322532,1,0,3,-51,0.93,0.2,9,0,0,1
2026-01-01T18:31:29.934147,1,0,2,-52,0.93,0.2,9,1,100,0
2026-01-01T18:31:30.593041,2,0,1,-46,0.79,0.6,7,0,1000,1
2026-01-01T18:31:32.648119,1,0,1,-52,0.93,0.2,9,1,200,0
2026-01-01T18:31:34.105142,2,0,1,-47,0.79,0.6,7,1,1000,0
2026-01-01T18:31:35.359641,1,0,1,-51,0.93,0.3,9,1,200,0
2026-01-01T18:31:36.817078,2,0,3,-46,0.79,0.6,7,1,200,0
2026-01-01T18:31:38.072143,1,0,1,-51,0.93,0.3,9,1,200,0
2026-01-01T18:31:39.824897,2,0,1,-47,0.79,0.5,7,1,500,0
2026-01-01T18:31:40.784392,1,0,1,-51,0.93,0.3,9,0,200,1
2026-01-01T18:31:43.294765,1,0,3,-51,0.93,0.2,9,1,0,0
2026-01-01T18:31:43.339476,2,0,1,-47,0.79,0.6,7,0,1000,1
2026-01-01T18:31:45.801974,1,0,3,-51,0.93,0.1,9,1,0,0
2026-01-01T18:31:45.949681,2,0,3,-45,0.79,0.5,7,0,100,1
2026-01-01T18:31:48.513486,1,0,1,-52,0.93,0.1,9,1,200,0
2026-01-01T18:31:48.560754,2,0,3,-46,0.79,0.4,7,0,100,1
2026-01-01T18:31:51.225591,1,0,1,-51,0.93,0.2,9,1,200,0
2026-01-01T18:31:51.271108,2,0,2,-47,0.79,0.4,7,0,200,1
2026-01-01T18:31:53.746386,1,0,3,-51,0.93,0.2,9,1,0,0
2026-01-01T18:31:53.984801,2,0,2,-47,0.79,0.4,7,0,200,1
2026-01-01T18:31:56.446233,1,0,1,-51,0.93,0.2,9,1,200,0
2026-01-01T18:31:56.695613,2,0,2,-47,0.79,0.4,7,0,200,1
2026-01-01T18:31:58.958501,1,0,3,-51,0.93,0.2,9,1,0,0
2026-01-01T18:31:59.708553,2,0,2,-48,0.79,0.5,7,0,500,1
2026-01-01T18:32:01.671748,1,0,1,-51,0.93,0.1,9,1,200,0
2026-01-01T18:32:02.322502,2,0,3,-47,0.79,0.4,7,0,100,1
2026-01-01T18:32:04.184481,1,0,3,-52,0.93,0.1,9,1,0,0
2026-01-01T18:32:05.034504,2,0,2,-46,0.79,0.3,7,0,200,1
2026-01-01T18:32:06.896697,1,0,1,-51,0.93,0.1,9,1,200,0
2026-01-01T18:32:07.646882,2,0,3,-50,0.79,0.4,7,0,100,1
2026-01-01T18:32:09.409672,1,0,3,-52,0.93,0.1,9,1,0,0
2026-01-01T18:32:10.157781,2,0,3,-47,0.79,0.3,7,0,0,1
2026-01-01T18:32:11.922841,1,0,3,-51,0.93,0.1,9,1,0,0
2026-01-01T18:32:13.169412,2,0,1,-47,0.79,0.4,7,1,500,0
2026-01-01T18:32:14.434650,1,0,3,-51,0.93,0.1,9,1,0,0
2026-01-01T18:32:15.782611,2,0,3,-46,0.79,0.5,7,1,100,0
2026-01-01T18:32:17.047377,1,0,2,-51,0.93,0.0,9,1,100,0
2026-01-01T18:32:18.492481,2,0,2,-47,0.79,0.4,7,1,200,0
2026-01-01T18:32:19.661372,1,0,2,-51,0.93,0.0,9,1,100,0
2026-01-01T18:32:21.104309,2,0,3,-48,0.79,0.5,7,1,100,0
2026-01-01T18:32:22.177657,1,0,3,-51,0.93,0.0,9,0,0,1
2026-01-01T18:32:23.816671,2,0,3,-47,0.79,0.6,7,1,200,0
2026-01-01T18:32:24.684088,1,0,3,-50,0.93,0.0,9,0,0,1
2026-01-01T18:32:26.831174,2,0,2,-47,0.79,0.6,7,1,500,0
2026-01-01T18:32:27.193479,1,0,3,-51,0.93,0.0,9,0,0,1
2026-01-01T18:32:29.805435,1,0,2,-51,0.93,0.0,9,1,100,0
2026-01-01T18:32:30.341695,2,0,2,-47,0.79,0.7,7,0,1000,1
2026-01-01T18:32:32.319895,1,0,3,-49,0.93,0.0,9,1,0,0
2026-01-01T18:32:33.850456,2,0,2,-47,0.79,0.7,7,1,1000,0
2026-01-01T18:32:35.032427,1,0,1,-51,0.93,0.0,9,1,200,0
2026-01-01T18:32:36.565992,2,0,3,-47,0.79,0.7,7,1,200,0
2026-01-01T18:32:37.643574,1,0,2,-51,0.93,0.0,9,0,100,1
2026-01-01T18:32:40.078058,2,0,1,-47,0.79,0.7,7,1,1000,0
2026-01-01T18:32:40.265738,1,0,2,-51,0.93,0.0,9,0,100,1
2026-01-01T18:32:42.774335,1,0,3,-51,0.93,0.0,9,1,0,0
2026-01-01T18:32:43.593548,2,0,1,-46,0.79,0.6,7,0,1000,1
2026-01-01T18:32:45.487392,1,0,1,-52,0.93,0.1,9,1,200,0
2026-01-01T18:32:46.604766,2,0,1,-47,0.79,0.5,7,0,500,1
2026-01-01T18:32:48.094193,1,0,2,-50,0.93,0.1,9,1,100,0
2026-01-01T18:32:49.214129,2,0,3,-46,0.79,0.5,7,0,100,1
2026-01-01T18:32:50.607807,1,0,3,-51,0.93,0.1,9,1,0,0
2026-01-01T18:32:51.829420,2,0,3,-46,0.79,0.4,7,1,100,0
2026-01-01T18:32:53.321636,1,0,1,-50,0.93,0.1,9,1,200,0
2026-01-01T18:32:54.544170,2,0,1,-47,0.79,0.3,7,1,200,0
2026-01-01T18:32:56.033735,1,0,1,-52,0.93,0.1,9,1,200,0
2026-01-01T18:32:57.254842,2,0,1,-47,0.79,0.2,7,1,200,0
2026-01-01T18:32:58.646627,1,0,2,-51,0.93,0.2,9,1,100,0
2026-01-01T18:32:59.773034,2,0,3,-46,0.79,0.1,7,0,0,1
2026-01-01T18:33:01.160044,1,0,3,-51,0.93,0.3,9,1,0,0
2026-01-01T18:33:02.481484,2,0,1,-46,0.79,0.1,7,1,200,0
2026-01-01T18:33:03.672673,1,0,3,-52,0.93,0.3,9,1,0,0
2026-01-01T18:33:05.192098,2,0,1,-46,0.79,0.1,7,1,200,0
2026-01-01T18:33:06.386200,1,0,1,-51,0.93,0.3,9,1,200,0
2026-01-01T18:33:07.905993,2,0,1,-47,0.79,0.2,7,1,200,0
2026-01-01T18:33:08.899345,1,0,3,-51,0.93,0.3,9,0,0,1
2026-01-01T18:33:10.520100,2,0,2,-46,0.79,0.2,7,1,100,0
2026-01-01T18:33:11.411505,1,0,3,-51,0.93,0.2,9,0,0,1
2026-01-01T18:33:13.230195,2,0,1,-46,0.79,0.2,7,1,200,0
2026-01-01T18:33:13.927359,1,0,3,-51,0.93,0.2,9,0,0,1
2026-01-01T18:33:15.944108,2,0,1,-47,0.79,0.2,7,1,200,0
2026-01-01T18:33:16.435381,1,0,3,-50,0.93,0.2,9,0,0,1
2026-01-01T18:33:18.460470,2,0,3,-47,0.79,0.3,7,1,0,0
2026-01-01T18:33:19.152455,1,0,1,-51,0.93,0.2,9,0,200,1
2026-01-01T18:33:21.166900,2,0,1,-45,0.79,0.3,7,1,200,0
2026-01-01T18:33:21.862463,1,0,1,-53,0.93,0.2,9,0,200,1
2026-01-01T18:33:23.878393,2,0,2,-49,0.79,0.3,7,1,200,0
2026-01-01T18:33:24.576863,1,0,1,-50,0.93,0.1,9,0,200,1
2026-01-01T18:33:26.390838,2,0,3,-48,0.79,0.3,7,1,0,0
2026-01-01T18:33:27.084189,1,0,3,-50,0.93,0.0,9,0,0,1
2026-01-01T18:33:28.899688,2,0,3,-47,0.79,0.3,7,1,0,0
2026-01-01T18:33:29.597504,1,0,3,-50,0.93,0.1,9,0,0,1
2026-01-01T18:33:31.612326,2,0,1,-47,0.79,0.2,7,1,200,0
2026-01-01T18:33:32.215304,1,0,2,-52,0.93,0.2,9,0,100,1
2026-01-01T18:33:34.224627,2,0,2,-47,0.79,0.1,7,1,100,0
2026-01-01T18:33:34.924592,1,0,2,-50,0.93,0.3,9,0,200,1
2026-01-01T18:33:36.836644,2,0,2,-45,0.79,0.1,7,1,100,0
2026-01-01T18:33:37.636531,1,0,2,-51,0.93,0.4,9,0,200,1
2026-01-01T18:33:39.546772,2,0,1,-46,0.79,0.1,7,1,200,0
2026-01-01T18:33:40.649805,1,0,2,-50,0.93,0.5,9,0,500,1
2026-01-01T18:33:42.156505,2,0,2,-48,0.79,0.1,7,1,100,0
2026-01-01T18:33:43.363543,1,0,3,-51,0.93,0.6,9,1,200,0
2026-01-01T18:33:44.871488,2,0,1,-48,0.79,0.0,7,1,200,0
2026-01-01T18:33:46.878437,1,0,1,-51,0.93,0.7,9,1,1000,0
2026-01-01T18:33:47.383466,2,0,3,-47,0.79,0.0,7,0,0,1
2026-01-01T18:33:50.095236,2,0,1,-46,0.79,0.0,7,1,200,0
2026-01-01T18:33:51.387189,1,0,1,-50,0.93,0.8,9,1,2000,0
2026-01-01T18:33:52.706158,2,0,2,-46,0.79,0.0,7,1,100,0
2026-01-01T18:33:54.901117,1,0,2,-50,0.93,0.9,9,1,1000,0
2026-01-01T18:33:55.420995,2,0,1,-46,0.79,0.0,7,0,200,1
2026-01-01T18:33:57.932576,2,0,3,-48,0.79,0.0,7,1,0,0
2026-01-01T18:33:58.413353,1,0,2,-50,0.93,1.0,9,0,1000,1
2026-01-01T18:34:00.650078,2,0,1,-46,0.79,0.0,7,1,200,0
2026-01-01T18:34:02.925161,1,0,1,-50,0.93,1.0,9,1,2000,0
2026-01-01T18:34:03.159588,2,0,3,-45,0.79,0.0,7,0,0,1
2026-01-01T18:34:05.670081,2,0,3,-48,0.79,0.1,7,1,0,0
2026-01-01T18:34:07.441326,1,0,1,-50,0.93,1.0,9,1,2000,0
2026-01-01T18:34:08.382137,2,0,1,-46,0.79,0.1,7,0,200,1
2026-01-01T18:34:10.993655,2,0,2,-47,0.79,0.1,7,1,100,0
2026-01-01T18:34:11.951656,1,0,1,-50,0.93,0.9,9,0,2000,1
2026-01-01T18:34:13.504427,2,0,3,-46,0.79,0.1,7,1,0,0
2026-01-01T18:34:15.463630,1,0,2,-50,0.93,0.8,9,1,1000,0
2026-01-01T18:34:16.016040,2,0,3,-46,0.79,0.2,7,0,0,1
2026-01-01T18:34:18.176245,1,0,3,-51,0.93,0.7,9,1,200,0
2026-01-01T18:34:18.532980,2,0,3,-47,0.79,0.2,7,0,0,1
2026-01-01T18:34:21.190740,1,0,2,-50,0.93,0.6,9,1,500,0
2026-01-01T18:34:21.241423,2,0,1,-47,0.79,0.2,7,0,200,1
2026-01-01T18:34:23.954552,2,0,2,-43,0.79,0.3,7,1,200,0
2026-01-01T18:34:24.200186,1,0,2,-51,0.93,0.5,9,0,500,1
2026-01-01T18:34:26.669836,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:34:26.814392,1,0,3,-51,0.93,0.5,9,0,100,1
2026-01-01T18:34:29.380806,2,0,1,-48,0.79,0.3,7,1,200,0
2026-01-01T18:34:29.822736,1,0,1,-51,0.93,0.4,9,0,500,1
2026-01-01T18:34:31.894061,2,0,3,-47,0.79,0.2,7,1,0,0
2026-01-01T18:34:32.335908,1,0,3,-50,0.93,0.3,9,0,0,1
2026-01-01T18:34:34.607183,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:34:35.049470,1,0,2,-51,0.93,0.3,9,0,200,1
2026-01-01T18:34:37.221160,2,0,3,-49,0.79,0.4,7,1,100,0
2026-01-01T18:34:37.756687,1,0,1,-50,0.93,0.2,9,0,200,1
2026-01-01T18:34:39.829383,2,0,3,-46,0.79,0.4,7,1,100,0
2026-01-01T18:34:40.270281,1,0,3,-50,0.93,0.2,9,0,0,1
2026-01-01T18:34:42.441130,2,0,3,-46,0.79,0.4,7,1,100,0
2026-01-01T18:34:42.882488,1,0,2,-50,0.93,0.2,9,0,100,1
2026-01-01T18:34:45.454189,2,0,1,-48,0.79,0.4,7,1,500,0
2026-01-01T18:34:45.593848,1,0,2,-51,0.93,0.3,9,0,200,1
2026-01-01T18:34:48.068527,2,0,3,-48,0.79,0.4,7,1,100,0
2026-01-01T18:34:48.206008,1,0,3,-50,0.93,0.4,9,0,100,1
2026-01-01T18:34:50.776172,2,0,1,-47,0.79,0.3,7,1,200,0
2026-01-01T18:34:51.221392,1,0,2,-51,0.93,0.5,9,0,500,1
2026-01-01T18:34:53.488874,2,0,1,-47,0.79,0.3,7,1,200,0
2026-01-01T18:34:54.233341,1,0,2,-51,0.93,0.5,9,0,500,1
2026-01-01T18:34:56.199156,2,0,2,-47,0.79,0.3,7,1,200,0
2026-01-01T18:34:57.248018,1,0,2,-50,0.93,0.6,9,0,500,1
2026-01-01T18:34:58.915080,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:35:00.759681,1,0,1,-52,0.93,0.7,9,1,1000,0
2026-01-01T18:35:01.426563,2,0,3,-46,0.79,0.2,7,0,0,1
2026-01-01T18:35:03.769637,1,0,2,-51,0.93,0.6,9,1,500,0
2026-01-01T18:35:03.939527,2,0,3,-48,0.79,0.1,7,0,0,1
2026-01-01T18:35:06.450634,2,0,3,-49,0.79,0.1,7,1,0,0
2026-01-01T18:35:07.283089,1,0,1,-50,0.93,0.7,9,0,1000,1
2026-01-01T18:35:08.963471,2,0,3,-48,0.79,0.0,7,1,0,0
2026-01-01T18:35:09.995124,1,0,3,-51,0.93,0.8,9,0,200,1
2026-01-01T18:35:11.475768,2,0,3,-46,0.79,0.0,7,1,0,0
2026-01-01T18:35:13.984918,2,0,3,-47,0.79,0.0,7,1,0,0
2026-01-01T18:35:14.509721,1,0,1,-51,0.93,0.9,9,0,2000,1
2026-01-01T18:35:16.697407,2,0,1,-47,0.79,0.0,7,1,200,0
2026-01-01T18:35:18.022784,1,0,2,-50,0.93,0.9,9,1,1000,0
2026-01-01T18:35:19.209703,2,0,3,-47,0.79,0.0,7,1,0,0
2026-01-01T18:35:20.732491,1,0,3,-50,0.93,0.8,9,1,200,0
2026-01-01T18:35:21.722024,2,0,3,-46,0.79,0.1,7,0,0,1
2026-01-01T18:35:24.334185,2,0,2,-48,0.79,0.2,7,1,100,0
2026-01-01T18:35:25.245479,1,0,1,-50,0.93,0.8,9,0,2000,1
2026-01-01T18:35:26.946374,2,0,2,-45,0.79,0.2,7,1,100,0
2026-01-01T18:35:28.767079,1,0,2,-51,0.93,0.8,9,1,1000,0
2026-01-01T18:35:29.560166,2,0,2,-46,0.79,0.2,7,0,100,1
2026-01-01T18:35:32.174764,2,0,2,-47,0.79,0.2,7,1,100,0
2026-01-01T18:35:32.271646,1,0,1,-51,0.93,0.7,9,0,1000,1
2026-01-01T18:35:34.788586,2,0,2,-46,0.79,0.2,7,1,100,0
2026-01-01T18:35:34.984828,1,0,3,-50,0.93,0.7,9,0,200,1
2026-01-01T18:35:37.300254,2,0,3,-47,0.79,0.2,7,1,0,0
2026-01-01T18:35:37.698112,1,0,3,-50,0.93,0.8,9,0,200,1
2026-01-01T18:35:40.012572,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:35:41.208683,1,0,2,-51,0.93,0.7,9,1,1000,0
2026-01-01T18:35:42.524243,2,0,3,-46,0.79,0.3,7,1,0,0
2026-01-01T18:35:44.722018,1,0,1,-51,0.93,0.7,9,1,1000,0
2026-01-01T18:35:45.034689,2,0,3,-46,0.79,0.3,7,0,0,1
2026-01-01T18:35:47.649706,2,0,2,-47,0.79,0.2,7,1,100,0
2026-01-01T18:35:48.232293,1,0,1,-50,0.93,0.6,9,0,1000,1
2026-01-01T18:35:50.257940,2,0,2,-46,0.79,0.1,7,1,100,0
2026-01-01T18:35:51.248216,1,0,2,-51,0.93,0.6,9,0,500,1
2026-01-01T18:35:52.771009,2,0,3,-46,0.79,0.1,7,1,0,0
2026-01-01T18:35:53.957905,1,0,3,-51,0.93,0.6,9,1,200,0
2026-01-01T18:35:55.382387,2,0,2,-46,0.79,0.1,7,1,100,0
2026-01-01T18:35:56.672692,1,0,3,-50,0.93,0.6,9,1,200,0
2026-01-01T18:35:57.893650,2,0,3,-46,0.79,0.1,7,1,0,0
2026-01-01T18:35:59.384866,1,0,3,-51,0.93,0.6,9,1,200,0
2026-01-01T18:36:00.403321,2,0,3,-49,0.79,0.1,7,0,0,1
2026-01-01T18:36:02.098804,1,0,3,-51,0.93,0.6,9,1,200,0
2026-01-01T18:36:03.113673,2,0,1,-46,0.79,0.1,7,0,200,1
2026-01-01T18:36:05.114503,1,0,2,-51,0.93,0.5,9,1,500,0
2026-01-01T18:36:05.626258,2,0,3,-46,0.79,0.1,7,0,0,1
2026-01-01T18:36:08.122881,1,0,2,-50,0.93,0.5,9,1,500,0
2026-01-01T18:36:08.341558,2,0,1,-46,0.79,0.1,7,0,200,1
2026-01-01T18:36:10.850175,2,0,3,-46,0.79,0.1,7,1,0,0
2026-01-01T18:36:11.141063,1,0,2,-51,0.93,0.6,9,0,500,1
2026-01-01T18:36:13.367433,2,0,3,-45,0.79,0.1,7,1,0,0
2026-01-01T18:36:14.149730,1,0,2,-50,0.93,0.5,9,0,500,1
2026-01-01T18:36:15.876648,2,0,3,-45,0.79,0.1,7,1,0,0
2026-01-01T18:36:17.163821,1,0,1,-50,0.93,0.5,9,1,500,0
2026-01-01T18:36:18.491799,2,0,2,-47,0.79,0.2,7,1,100,0
2026-01-01T18:36:20.178825,1,0,1,-50,0.93,0.4,9,1,500,0
2026-01-01T18:36:21.201849,2,0,1,-47,0.79,0.3,7,0,200,1
2026-01-01T18:36:22.889894,1,0,2,-51,0.93,0.4,9,1,200,0
2026-01-01T18:36:23.914062,2,0,2,-46,0.79,0.4,7,0,200,1
2026-01-01T18:36:25.602118,1,0,1,-49,0.93,0.3,9,1,200,0
2026-01-01T18:36:26.623992,2,0,2,-48,0.79,0.4,7,0,200,1
2026-01-01T18:36:28.116268,1,0,3,-50,0.93,0.3,9,1,0,0
2026-01-01T18:36:29.635759,2,0,1,-46,0.79,0.5,7,1,500,0
2026-01-01T18:36:30.828132,1,0,2,-51,0.93,0.4,9,1,200,0
2026-01-01T18:36:32.647451,2,0,1,-46,0.79,0.4,7,1,500,0
2026-01-01T18:36:33.539746,1,0,2,-51,0.93,0.4,9,0,200,1
2026-01-01T18:36:35.659547,2,0,1,-46,0.79,0.4,7,1,500,0
2026-01-01T18:36:36.052054,1,0,3,-50,0.93,0.3,9,0,0,1
2026-01-01T18:36:38.665238,1,0,2,-51,0.93,0.2,9,1,100,0
2026-01-01T18:36:38.672158,2,0,1,-46,0.79,0.4,7,0,500,1
2026-01-01T18:36:41.285920,2,0,3,-45,0.79,0.4,7,1,100,0
2026-01-01T18:36:41.375699,1,0,1,-50,0.93,0.2,9,0,200,1
2026-01-01T18:36:43.989290,1,0,2,-51,0.93,0.2,9,1,100,0
2026-01-01T18:36:44.298631,2,0,2,-46,0.79,0.5,7,0,500,1
2026-01-01T18:36:46.697858,1,0,1,-51,0.93,0.2,9,1,200,0
2026-01-01T18:36:47.313104,2,0,2,-46,0.79,0.5,7,0,500,1
2026-01-01T18:36:49.209208,1,0,3,-50,0.93,0.3,9,1,0,0
2026-01-01T18:36:50.326347,2,0,1,-46,0.79,0.4,7,0,500,1
2026-01-01T18:36:51.923693,1,0,2,-51,0.93,0.4,9,1,200,0
2026-01-01T18:36:53.038195,2,0,2,-46,0.79,0.3,7,0,200,1
2026-01-01T18:36:54.634882,1,0,1,-51,0.93,0.3,9,1,200,0
2026-01-01T18:36:55.753655,2,0,2,-46,0.79,0.3,7,0,200,1
2026-01-01T18:36:57.354489,1,0,2,-50,0.93,0.3,9,1,200,0
2026-01-01T18:36:58.462073,2,0,1,-46,0.79,0.3,7,0,200,1
2026-01-01T18:37:00.071846,1,0,2,-51,0.93,0.3,9,1,200,0
2026-01-01T18:37:00.976970,2,0,3,-46,0.79,0.3,7,0,0,1
2026-01-01T18:37:02.570021,1,0,3,-50,0.93,0.3,9,1,0,0
2026-01-01T18:37:03.988481,2,0,1,-46,0.79,0.4,7,1,500,0
2026-01-01T18:37:05.281769,1,0,2,-50,0.93,0.3,9,1,200,0
2026-01-01T18:37:06.999118,2,0,1,-48,0.79,0.5,7,1,500,0
2026-01-01T18:37:07.994073,1,0,1,-51,0.93,0.3,9,0,200,1
2026-01-01T18:37:10.511688,2,0,1,-47,0.79,0.6,7,1,1000,0
2026-01-01T18:37:10.705681,1,0,2,-51,0.93,0.3,9,0,200,1
2026-01-01T18:37:13.216740,1,0,3,-51,0.93,0.3,9,1,0,0
2026-01-01T18:37:13.524669,2,0,2,-46,0.79,0.6,7,0,500,1
2026-01-01T18:37:15.837585,1,0,2,-50,0.93,0.2,9,1,100,0
2026-01-01T18:37:16.535029,2,0,2,-46,0.79,0.6,7,0,500,1
2026-01-01T18:37:18.342208,1,0,3,-49,0.93,0.1,9,1,0,0
2026-01-01T18:37:20.048909,2,0,2,-47,0.79,0.7,7,1,1000,0
2026-01-01T18:37:21.053531,1,0,1,-51,0.93,0.1,9,0,200,1
2026-01-01T18:37:23.558916,2,0,2,-48,0.79,0.8,7,1,1000,0
2026-01-01T18:37:23.565019,1,0,3,-50,0.93,0.1,9,0,0,1
2026-01-01T18:37:26.078065,1,0,3,-52,0.93,0.2,9,1,0,0
2026-01-01T18:37:28.069975,2,0,1,-46,0.79,0.8,7,1,2000,0
2026-01-01T18:37:28.788231,1,0,1,-50,0.93,0.2,9,0,200,1
2026-01-01T18:37:31.499631,1,0,1,-51,0.93,0.2,9,1,200,0
2026-01-01T18:37:31.581459,2,0,1,-47,0.79,0.7,7,0,1000,1
2026-01-01T18:37:34.214696,1,0,1,-50,0.93,0.2,9,1,200,0
2026-01-01T18:37:35.094429,2,0,2,-47,0.79,0.7,7,0,1000,1
2026-01-01T18:37:36.925748,1,0,2,-50,0.93,0.3,9,1,200,0
2026-01-01T18:37:37.806654,2,0,3,-46,0.79,0.7,7,0,200,1
2026-01-01T18:37:39.542079,1,0,3,-49,0.93,0.4,9,1,100,0
2026-01-01T18:37:41.323655,2,0,1,-46,0.79,0.7,7,1,1000,0
2026-01-01T18:37:42.255704,1,0,2,-52,0.93,0.4,9,0,200,1
2026-01-01T18:37:44.039209,2,0,3,-47,0.79,0.6,7,1,200,0
2026-01-01T18:37:45.261317,1,0,1,-50,0.93,0.5,9,1,500,0
2026-01-01T18:37:47.048575,2,0,2,-48,0.79,0.5,7,1,500,0
2026-01-01T18:37:48.273866,1,0,2,-52,0.93,0.5,9,1,500,0
2026-01-01T18:37:50.059747,2,0,1,-47,0.79,0.4,7,1,500,0
2026-01-01T18:37:51.288647,1,0,1,-50,0.93,0.4,9,1,500,0
2026-01-01T18:37:52.769366,2,0,2,-46,0.79,0.4,7,1,200,0
2026-01-01T18:37:53.800135,1,0,3,-50,0.93,0.3,9,0,0,1
2026-01-01T18:37:55.482219,2,0,2,-47,0.79,0.4,7,1,200,0
2026-01-01T18:37:56.521497,1,0,1,-50,0.93,0.3,9,0,200,1
2026-01-01T18:37:58.494436,2,0,2,-46,0.79,0.5,7,1,500,0
2026-01-01T18:37:59.229003,1,0,2,-50,0.93,0.4,9,0,200,1
2026-01-01T18:38:01.507655,2,0,2,-48,0.79,0.5,7,1,500,0
2026-01-01T18:38:02.245456,1,0,1,-51,0.93,0.4,9,0,500,1
2026-01-01T18:38:04.125921,2,0,3,-46,0.79,0.5,7,1,100,0
2026-01-01T18:38:04.956445,1,0,1,-50,0.93,0.3,9,0,200,1
2026-01-01T18:38:06.832415,2,0,2,-46,0.79,0.4,7,1,200,0
2026-01-01T18:38:07.571660,1,0,2,-50,0.93,0.2,9,0,100,1
2026-01-01T18:38:09.544614,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:38:10.278086,1,0,1,-50,0.93,0.2,9,0,200,1
2026-01-01T18:38:12.061193,2,0,3,-46,0.79,0.3,7,1,0,0
2026-01-01T18:38:12.792851,1,0,3,-50,0.93,0.2,9,0,0,1
2026-01-01T18:38:14.772177,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:38:15.503823,1,0,2,-50,0.93,0.3,9,0,200,1
2026-01-01T18:38:17.484857,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:38:18.219867,1,0,2,-50,0.93,0.4,9,0,200,1
2026-01-01T18:38:19.999734,2,0,3,-46,0.79,0.2,7,1,0,0
2026-01-01T18:38:20.930686,1,0,3,-50,0.93,0.5,9,0,100,1
2026-01-01T18:38:22.513636,2,0,3,-46,0.79,0.1,7,1,0,0
2026-01-01T18:38:23.899863,1,0,2,-50,0.93,0.6,9,1,500,0
2026-01-01T18:38:25.020246,2,0,3,-46,0.79,0.0,7,0,0,1
2026-01-01T18:38:27.046362,1,0,2,-49,0.93,0.6,9,1,500,0
2026-01-01T18:38:27.735444,2,0,1,-47,0.79,0.0,7,0,200,1
2026-01-01T18:38:30.444221,2,0,1,-46,0.79,0.0,7,1,200,0
2026-01-01T18:38:30.462593,1,0,1,-49,0.93,0.7,9,0,1000,1
2026-01-01T18:38:32.957199,2,0,3,-46,0.79,0.0,7,1,0,0
2026-01-01T18:38:33.115991,1,0,3,-50,0.93,0.8,9,0,200,1
2026-01-01T18:38:35.670576,2,0,1,-46,0.79,0.0,7,1,200,0
2026-01-01T18:38:35.881591,1,0,3,-50,0.93,0.9,9,0,200,1
2026-01-01T18:38:38.182730,2,0,3,-46,0.79,0.0,7,1,0,0
2026-01-01T18:38:40.386459,1,0,1,-50,0.93,1.0,9,1,2000,0
2026-01-01T18:38:40.794438,2,0,2,-47,0.79,0.0,7,0,100,1
2026-01-01T18:38:43.121666,1,0,3,-50,0.93,1.0,9,1,200,0
